Id,Title,Location,Publisher,ISSN,Volume,Issue #,Publication date
nla.obj-1269738853,Legal Review 1269738853,Periodicals Desk,Elmwood Works,2772-4404,39,52,1942-12-26
nla.obj-1271063290,Science Bulletin 1271063290,Stacks A,Maple Journals,2773-4411,41,1,1942-01-03
nla.obj-1271063336,Business Report 1271063336,Archives Room,Bluebird Review,2774-4418,43,2,1942-01-10
nla.obj-1271063486,Medical Chronicle 1271063486,North Campus Library,Crescent House,2775-4425,47,3,1942-01-17
nla.obj-1271063503,Policy Forum 1271063503,Main Library - Floor 1,Fairmont Publishing,2776-4432,25,4,1942-01-24
nla.obj-1271063654,Innovation Forum 1271063654,Main Library - Floor 1,Ironwood House,2777-4439,13,5,1942-01-31
nla.obj-1271063723,Innovation Quarterly 1271063723,Archives Room,Summit Press,2778-4446,43,6,1942-02-07
nla.obj-1271063826,Culture Times 1271063826,Media Center,Lakeshore Journals,2779-4453,48,7,1942-02-14
nla.obj-1271116568,Public Affairs Quarterly 1271116568,Stacks A,Northbridge Media Group,2780-4460,27,8,1942-02-21
nla.obj-1271116631,Science Digest 1271116631,Main Library - Floor 1,Ironwood Editions,2781-4467,34,9,1942-02-28
nla.obj-1271116907,Finance Journal 1271116907,South Campus Library,Westgate Journals,2782-4474,9,10,1942-03-07
nla.obj-1271116941,Environmental Quarterly 1271116941,North Campus Library,Crown Publishing,2783-4481,40,11,1942-03-14
nla.obj-1271117127,Medical Times 1271117127,North Campus Library,Granite Works,2784-4488,31,12,1942-03-21
nla.obj-1271117246,Research Times 1271117246,Reference Wing,Northbridge Review,2785-4495,15,13,1942-03-28
nla.obj-1271117307,Environmental Chronicle 1271117307,Main Library - Floor 1,Summit Books,2786-4502,6,14,1942-04-04
nla.obj-1271175721,Literary Bulletin 1271175721,Periodicals Desk,Summit Editions,2787-4509,22,15,1942-04-11
nla.obj-1271175745,Education Chronicle 1271175745,South Campus Library,Redwood Review,2788-4516,32,16,1942-04-18
nla.obj-1271175864,Policy Observer 1271175864,Archives Room,Hillside Review,2789-4523,16,17,1942-04-25
nla.obj-1271176024,Environmental Chronicle 1271176024,Periodicals Desk,Lakeshore Books,2790-4530,21,18,1942-05-02
nla.obj-1271176062,Medical Bulletin 1271176062,Media Center,Bluebird Books,2791-4537,18,19,1942-05-09
nla.obj-1271176192,Science Digest 1271176192,Main Library - Floor 2,Maple Publishing,2792-4544,26,20,1942-05-16
nla.obj-1271234603,Education Digest 1271234603,Downtown Branch,Stonefield Publications,2793-4551,21,21,1942-05-23
nla.obj-1271234789,Industry Observer 1271234789,Stacks A,Northbridge Review,2794-4558,37,22,1942-05-30
nla.obj-1271235086,Culture Observer 1271235086,Main Library - Floor 1,Summit Books,2795-4565,42,23,1942-06-06
nla.obj-1271235402,Economic Observer 1271235402,Main Library - Floor 1,Ironwood Books,2796-4572,23,24,1942-06-13
nla.obj-1271235572,Legal Report 1271235572,North Campus Library,Stonefield Publications,2797-4579,27,25,1942-06-20
nla.obj-1271235722,Education Observer 1271235722,Stacks B,Broadview Publishing,2798-4586,12,26,1942-06-27
nla.obj-1271433688,Innovation Forum 1271433688,Main Library - Floor 2,Harbor Publishing,2799-4593,18,1,1946-01-19
nla.obj-1271433835,Civic Observer 1271433835,Main Library - Floor 1,Brighton Journals,2800-4600,48,3,1946-02-02
nla.obj-1271433980,Policy Chronicle 1271433980,Media Center,Maple Press,2801-4607,29,4,1946-02-09
nla.obj-1271434556,Environmental Review 1271434556,Downtown Branch,Bluebird House,2802-4614,17,5,1946-02-16
nla.obj-1271434803,Industry Chronicle 1271434803,Riverside Branch,Brighton Journals,2803-4621,39,6,1946-02-23
nla.obj-1271435000,Arts Observer 1271435000,North Campus Library,Brighton Publishing,2804-4628,40,7,1946-03-02
nla.obj-1271435210,Business Chronicle 1271435210,Downtown Branch,Northbridge Journals,2805-4635,24,8,1946-03-09
nla.obj-1271435381,Health Journal 1271435381,Stacks B,Granite Press,2806-4642,17,9,1946-03-16
nla.obj-1271436061,Technology Chronicle 1271436061,Stacks B,Bluebird Editions,2807-4649,34,10,1946-03-23
nla.obj-1271436238,Industry Forum 1271436238,North Campus Library,Westgate Journals,2808-4656,3,11,1946-03-30
nla.obj-1271436364,Industry Forum 1271436364,Downtown Branch,Northbridge Journals,2809-4663,20,12,1946-04-06
nla.obj-1275078477,Medical Bulletin 1275078477,Archives Room,Riverside Books,2810-4670,37,13,1946-04-13
nla.obj-1275078490,Culture Forum 1275078490,South Campus Library,Granite Publications,2811-4677,41,14,1946-04-20
nla.obj-1275078514,Policy Observer 1275078514,Downtown Branch,Harbor Works,2812-4684,22,15,1946-04-27
nla.obj-1275078595,Arts Observer 1275078595,Downtown Branch,Broadview Publications,2813-4691,34,16,1946-05-04
nla.obj-1275078617,Literary Observer 1275078617,Stacks B,Riverside Review,2814-4698,33,17,1946-05-11
nla.obj-1275078630,Technology Digest 1275078630,Stacks A,Fairmont Books,2815-4705,38,18,1946-05-18
nla.obj-1275078658,Medical Chronicle 1275078658,Main Library - Floor 2,Northbridge Publications,2816-4712,34,19,1946-05-25
nla.obj-1275078674,Technology Review 1275078674,Stacks B,Riverside Books,2817-4719,21,20,1946-06-01
nla.obj-1275078696,Global Bulletin 1275078696,Stacks A,Redwood Works,2818-4726,4,21,1946-06-08
nla.obj-1275078711,Innovation Chronicle 1275078711,Downtown Branch,Elmwood Publishing,2819-4733,9,23,1946-06-22
nla.obj-1275078733,Medical Report 1275078733,Reference Wing,Redwood Publications,2820-4740,41,24,1946-06-29
nla.obj-12753807,Science Forum 12753807,North Campus Library,Maple Publishing,2821-4747,34,3,1917-09-01
nla.obj-12758702,Science Digest 12758702,Main Library - Floor 2,Granite Press,2822-4754,32,4,1918-06-01
nla.obj-127616310,Literary Chronicle 127616310,Riverside Branch,Northbridge Editions,2823-4761,30,21,1880-06-19
nla.obj-127616411,Finance Bulletin 127616411,Stacks A,Ironwood Editions,2824-4768,3,28,1880-08-07
nla.obj-127618323,Finance Observer 127618323,Stacks A,Hillside Publications,2825-4775,18,29,1880-08-14
nla.obj-127621071,Public Affairs Bulletin 127621071,Periodicals Desk,Maple House,2826-4782,31,31,1880-08-28
nla.obj-127622376,Legal Report 127622376,Downtown Branch,Crescent House,2827-4789,8,37,1880-10-09
nla.obj-127624573,Business Forum 127624573,Reference Wing,Hillside Books,2828-4796,2,40,1880-10-30
nla.obj-127626657,Medical Observer 127626657,South Campus Library,Crescent Books,2829-4803,42,41,1880-11-06
nla.obj-127630095,Global Chronicle 127630095,Main Library - Floor 1,Lakeshore Journals,2830-4810,44,47,1880-12-18
nla.obj-127632647,Policy Quarterly 127632647,Reference Wing,Granite Review,2831-4817,5,49,1881-01-01
nla.obj-127633292,Business Observer 127633292,North Campus Library,Brighton Books,2832-4824,18,50,1881-01-08
nla.obj-127634679,Industry Report 127634679,Archives Room,Westgate Publishing,2833-4831,32,51,1881-01-15
nla.obj-1276582577,Arts Journal 1276582577,Stacks B,Fairmont Publishing,2834-4838,41,5194,1980-01-15
nla.obj-1276646495,Civic Digest 1276646495,Riverside Branch,Westgate Editions,2835-4845,27,22,1946-06-15
nla.obj-12766830,Global Bulletin 12766830,North Campus Library,Maple Editions,2836-4852,21,1,1917-02-28
nla.obj-1276685460,Industry Times 1276685460,Media Center,Crown Books,2837-4859,48,5197,1980-02-05
nla.obj-1276768105,Policy Review 1276768105,Stacks B,Redwood Review,2838-4866,6,5198,1980-02-12
nla.obj-12776386,Global Times 12776386,Media Center,Crescent Press,2839-4873,29,2,1917-04-01
nla.obj-127978,Technology Times 127978,North Campus Library,Harbor Journals,2840-4880,12,9,1989-06-01
nla.obj-1280158018,Civic Review 1280158018,Reference Wing,Westgate Review,2841-4887,35,5199,1980-02-19
nla.obj-1280172792,Civic Times 1280172792,Archives Room,Lakeshore Journals,2842-4894,14,5200,1980-02-26
nla.obj-1280173220,Economic Bulletin 1280173220,Riverside Branch,Crown Journals,2843-4901,30,5201,1980-03-04
nla.obj-1280232477,Public Affairs Chronicle 1280232477,Media Center,Northbridge House,2844-4908,31,5204,1980-03-25
nla.obj-1280863959,Industry Forum 1280863959,Reference Wing,Crescent Journals,2845-4915,25,4724,1970-10-03
nla.obj-1280864206,Arts Chronicle 1280864206,South Campus Library,Harbor House,2846-4922,8,4725,1970-10-10
nla.obj-1280864661,Innovation Bulletin 1280864661,Stacks B,Crown Editions,2847-4929,30,4726,1970-10-17
nla.obj-1280865079,Civic Journal 1280865079,Main Library - Floor 1,Broadview Publishing,2848-4936,33,4727,1970-10-24
nla.obj-1280865480,Technology Digest 1280865480,North Campus Library,Ironwood Publishing,2849-4943,47,4728,1970-10-31
nla.obj-1281547462,Public Affairs Times 1281547462,Media Center,Bluebird Works,2850-4950,48,4729,1970-11-07
nla.obj-1281547965,Environmental Review 1281547965,South Campus Library,Stonefield Editions,2851-4957,22,4730,1970-11-14
nla.obj-1281548413,Policy Times 1281548413,Media Center,Hillside Journals,2852-4964,39,4731,1970-11-21
nla.obj-1281549087,Business Quarterly 1281549087,South Campus Library,Hillside Media Group,2853-4971,30,4732,1970-11-28
nla.obj-1282157679,Civic Times 1282157679,Stacks A,Granite Books,2854-4978,24,4733,1970-12-05
nla.obj-1282157982,Literary Digest 1282157982,Periodicals Desk,Hillside Works,2855-4985,9,4734,1970-12-12
nla.obj-1282158216,Medical Digest 1282158216,Main Library - Floor 2,Hillside Review,2856-4992,31,4735,1970-12-19
nla.obj-1282393933,Innovation Journal 1282393933,Stacks B,Stonefield Books,2857-4999,34,2,1986-01-01
nla.obj-1282394111,Innovation Times 1282394111,North Campus Library,Fairmont Works,2858-5006,20,1,1985-01-31
nla.obj-1282394314,Policy Chronicle 1282394314,Downtown Branch,Redwood House,2859-5013,1,2,1985-02-28
nla.obj-1282394704,Arts Report 1282394704,Stacks A,Ironwood Media Group,2860-5020,19,3,1985-03-31
nla.obj-1282395038,Health Digest 1282395038,Stacks B,Crown Media Group,2861-5027,34,4,1985-04-30
nla.obj-1282699273,Industry Bulletin 1282699273,Media Center,Brighton Books,2862-5034,28,4736,1971-01-02
nla.obj-1282699790,Finance Observer 1282699790,Stacks A,Fairmont Publications,2863-5041,27,4737,1971-01-09
nla.obj-1282699946,Industry Quarterly 1282699946,Stacks B,Harbor Review,2864-5048,47,4738,1971-01-16
nla.obj-1282700448,Business Chronicle 1282700448,Stacks A,Brighton Editions,2865-5055,13,4739,1971-01-23
nla.obj-1282700576,Science Report 1282700576,Riverside Branch,Elmwood Editions,2866-5062,16,4740,1971-01-30
nla.obj-1282700964,Finance Quarterly 1282700964,Reference Wing,Westgate Editions,2867-5069,35,4741,1971-02-06
nla.obj-1282701323,Medical Times 1282701323,Downtown Branch,Crown Press,2868-5076,39,4742,1971-02-13
nla.obj-1282701821,Innovation Review 1282701821,South Campus Library,Crescent Publications,2869-5083,8,4743,1971-02-20
nla.obj-1282702091,Industry Bulletin 1282702091,Reference Wing,Crescent Journals,2870-5090,13,4744,1971-02-27
nla.obj-1283254684,Culture Observer 1283254684,Main Library - Floor 1,Brighton Editions,2871-5097,23,27,1957-07-06
nla.obj-1283254858,Business Forum 1283254858,South Campus Library,Maple House,2872-5104,45,28,1957-07-13
nla.obj-1283255244,Economic Bulletin 1283255244,Stacks A,Ironwood Media Group,2873-5111,10,29,1957-07-20
nla.obj-1283255361,Finance Review 1283255361,Main Library - Floor 2,Northbridge Review,2874-5118,35,30,1957-07-27
nla.obj-1283255852,Business Report 1283255852,Stacks A,Lakeshore Books,2875-5125,2,31,1957-08-03
nla.obj-1283256051,Public Affairs Report 1283256051,Main Library - Floor 2,Elmwood House,2876-5132,10,32,1957-08-07
nla.obj-1283256342,Education Review 1283256342,South Campus Library,Lakeshore Press,2877-5139,12,33,1957-08-14
nla.obj-128328977,Literary Bulletin 128328977,Main Library - Floor 2,Harbor Works,2878-5146,8,52,1881-01-22
nla.obj-128329114,Innovation Journal 128329114,North Campus Library,Northbridge Review,2879-5153,31,53,1881-01-29
nla.obj-128330549,Policy Chronicle 128330549,Downtown Branch,Granite Publications,2880-5160,28,54,1881-02-05
nla.obj-128333258,Arts Chronicle 128333258,Stacks A,Maple Books,2881-5167,25,55,1881-02-12
nla.obj-128334600,Research Bulletin 128334600,Downtown Branch,Hillside Press,2882-5174,13,56,1881-02-19
nla.obj-128337632,Technology Quarterly 128337632,Reference Wing,Hillside House,2883-5181,11,57,1881-02-26
nla.obj-128341077,Research Chronicle 128341077,Media Center,Hillside Publications,2884-5188,16,58,1881-03-05
nla.obj-128342637,Civic Chronicle 128342637,South Campus Library,Bluebird Editions,2885-5195,35,59,1881-03-12
nla.obj-128344287,Innovation Observer 128344287,Main Library - Floor 1,Brighton Publishing,2886-5202,32,60,1881-03-19
nla.obj-128346623,Innovation Journal 128346623,Media Center,Harbor Works,2887-5209,15,61,1881-03-26
nla.obj-1283507278,Research Times 1283507278,Periodicals Desk,Harbor Review,2888-5216,40,34,1957-08-21
nla.obj-1283507515,Industry Report 1283507515,Stacks A,Brighton Publications,2889-5223,15,35,1957-08-28
nla.obj-1283508008,Technology Digest 1283508008,North Campus Library,Riverside Press,2890-5230,43,36,1957-09-04
nla.obj-1283508464,Business Report 1283508464,Stacks A,Bluebird Books,2891-5237,26,37,1957-09-11
nla.obj-1283508871,Finance Forum 1283508871,Main Library - Floor 1,Fairmont Books,2892-5244,46,38,1957-09-18
nla.obj-1283509342,Legal Chronicle 1283509342,Reference Wing,Pinecrest Review,2893-5251,35,39,1957-09-25
nla.obj-1283535080,Economic Bulletin 1283535080,Periodicals Desk,Harbor Publications,2894-5258,13,4745,1971-03-06
nla.obj-1283535425,Research Quarterly 1283535425,South Campus Library,Hillside Publishing,2895-5265,40,4746,1971-03-13
nla.obj-1283535648,Global Review 1283535648,Riverside Branch,Westgate Works,2896-5272,10,4747,1971-03-20
nla.obj-1283536008,Industry Report 1283536008,Riverside Branch,Brighton House,2897-5279,19,4748,1971-03-27
nla.obj-1283536746,Research Quarterly 1283536746,South Campus Library,Pinecrest Press,2898-5286,18,40,1957-10-02
nla.obj-1283536982,Legal Observer 1283536982,North Campus Library,Maple Works,2899-5293,3,41,1957-10-09
nla.obj-1283537313,Industry Report 1283537313,Stacks B,Elmwood Publishing,2900-5300,10,42,1957-10-16
nla.obj-1283537630,Legal Times 1283537630,Reference Wing,Granite Books,2901-5307,20,43,1957-10-23
nla.obj-1283537740,Environmental Review 1283537740,Reference Wing,Redwood Works,2902-5314,16,44,1957-10-30
nla.obj-1283538025,Arts Review 1283538025,Downtown Branch,Fairmont Publishing,2903-5321,20,45,1957-11-06
nla.obj-1283538235,Legal Digest 1283538235,Downtown Branch,Hillside Books,2904-5328,8,46,1957-11-13
nla.obj-1283538379,Economic Chronicle 1283538379,Periodicals Desk,Elmwood Press,2905-5335,39,47,1957-11-20
nla.obj-1283769170,Policy Bulletin 1283769170,Stacks B,Crescent Review,2906-5342,33,5,1985-05-31
nla.obj-1283769696,Health Chronicle 1283769696,North Campus Library,Westgate Journals,2907-5349,37,6,1985-06-30
nla.obj-1283770043,Arts Observer 1283770043,Riverside Branch,Brighton Review,2908-5356,36,7,1985-07-31
nla.obj-1283770606,Legal Journal 1283770606,Periodicals Desk,Fairmont Books,2909-5363,7,8,1985-08-31
nla.obj-1283877550,Arts Journal 1283877550,Periodicals Desk,Granite Works,2910-5370,32,9,1985-09-30
nla.obj-1283878269,Policy Chronicle 1283878269,Archives Room,Crown Media Group,2911-5377,6,10,1985-10-31
nla.obj-1283878971,Health Chronicle 1283878971,Stacks B,Redwood Media Group,2912-5384,23,11,1985-11-30
nla.obj-1283879511,Global Times 1283879511,Main Library - Floor 2,Harbor Publishing,2913-5391,24,12,1985-12-31
nla.obj-128403938,Global Bulletin 128403938,Riverside Branch,Ironwood Press,2914-5398,34,1,1953-12-01
nla.obj-1286605178,Legal Report 1286605178,Stacks A,Summit Media Group,2915-5405,41,7,1945-02-17
nla.obj-1286605193,Industry Forum 1286605193,Periodicals Desk,Maple House,2916-5412,31,12,1945-03-24
nla.obj-1286605212,Education Report 1286605212,Downtown Branch,Stonefield Journals,2917-5419,22,19,1945-05-12
nla.obj-1286605236,Industry Review 1286605236,Reference Wing,Riverside Press,2918-5426,30,23,1945-06-09
nla.obj-1286605257,Research Times 1286605257,Riverside Branch,Hillside Publications,2919-5433,48,24,1945-06-16
nla.obj-1286605273,Global Bulletin 1286605273,Media Center,Crescent House,2920-5440,44,9,1945-03-03
nla.obj-1286605299,Health Digest 1286605299,Media Center,Westgate Press,2921-5447,48,11,1945-03-17
nla.obj-1286605317,Business Journal 1286605317,Downtown Branch,Brighton Publications,2922-5454,22,14,1945-04-07
nla.obj-1286605330,Health Digest 1286605330,Stacks B,Pinecrest Media Group,2923-5461,25,15,1945-04-14
nla.obj-1286677627,Technology Times 1286677627,Stacks A,Lakeshore Publishing,2924-5468,26,48,1957-11-27
nla.obj-1286677642,Innovation Digest 1286677642,Riverside Branch,Westgate Press,2925-5475,23,49,1957-12-04
nla.obj-1286677824,Technology Times 1286677824,Downtown Branch,Riverside Press,2926-5482,20,50,1957-12-11
nla.obj-1286677946,Business Bulletin 1286677946,Riverside Branch,Northbridge Books,2927-5489,45,51,1957-12-18
nla.obj-1286678079,Culture Report 1286678079,Downtown Branch,Crescent Books,2928-5496,5,52,1957-12-25
nla.obj-1288601880,Arts Report 1288601880,Reference Wing,Pinecrest Media Group,2929-5503,19,28,1944-07-08
nla.obj-1288602053,Culture Chronicle 1288602053,Main Library - Floor 1,Stonefield Journals,2930-5510,18,29,1944-07-15
nla.obj-1288602323,Literary Review 1288602323,Stacks B,Hillside Works,2931-5517,11,30,1944-07-22
nla.obj-1288602418,Industry Chronicle 1288602418,Archives Room,Westgate House,2932-5524,3,31,1944-07-29
nla.obj-1288602483,Public Affairs Forum 1288602483,South Campus Library,Elmwood Media Group,2933-5531,48,32,1944-08-05
nla.obj-1288602799,Civic Bulletin 1288602799,North Campus Library,Northbridge Editions,2934-5538,36,33,1944-08-12
nla.obj-1288602991,Public Affairs Review 1288602991,Periodicals Desk,Westgate Editions,2935-5545,18,34,1944-08-19
nla.obj-1288603019,Literary Digest 1288603019,South Campus Library,Bluebird Press,2936-5552,4,35,1944-08-26
nla.obj-1288603289,Innovation Quarterly 1288603289,Stacks B,Redwood Publishing,2937-5559,47,36,1944-09-02
nla.obj-1288603493,Innovation Bulletin 1288603493,North Campus Library,Redwood Publications,2938-5566,5,37,1944-09-09
nla.obj-1288603687,Environmental Observer 1288603687,South Campus Library,Crown Journals,2939-5573,30,38,1944-09-16
nla.obj-1288603901,Research Quarterly 1288603901,Main Library - Floor 1,Pinecrest Review,2940-5580,48,39,1944-09-23
nla.obj-1288604132,Policy Forum 1288604132,Media Center,Stonefield Journals,2941-5587,1,40,1944-09-30
nla.obj-1288604220,Science Forum 1288604220,Stacks B,Harbor Books,2942-5594,28,41,1944-10-07
nla.obj-1288604421,Business Quarterly 1288604421,Media Center,Crescent Publications,2943-5601,15,42,1944-10-14
nla.obj-1288604650,Research Chronicle 1288604650,Downtown Branch,Harbor Editions,2944-5608,40,43,1944-10-28
nla.obj-1288604862,Literary Review 1288604862,South Campus Library,Stonefield Review,2945-5615,27,44,1944-11-04
nla.obj-1288605086,Arts Bulletin 1288605086,Archives Room,Redwood Journals,2946-5622,22,45,1944-11-11
nla.obj-1288605135,Policy Review 1288605135,South Campus Library,Redwood Media Group,2947-5629,2,46,1944-11-18
nla.obj-1288757836,Environmental Report 1288757836,Main Library - Floor 2,Brighton House,2948-5636,47,47,1944-11-25
nla.obj-1288758030,Culture Journal 1288758030,Downtown Branch,Bluebird Books,2949-5643,21,48,1944-12-02
nla.obj-1288758354,Finance Times 1288758354,Periodicals Desk,Elmwood Books,2950-5650,20,49,1944-12-09
nla.obj-1288758436,Health Report 1288758436,Media Center,Crescent Publishing,2951-5657,19,50,1944-12-16
nla.obj-1288758559,Technology Digest 1288758559,Media Center,Ironwood Press,2952-5664,8,51,1944-12-23
nla.obj-1288758823,Research Observer 1288758823,Reference Wing,Granite House,2953-5671,36,52,1944-12-30
nla.obj-1289850807,Economic Digest 1289850807,Riverside Branch,Riverside Books,2954-5678,17,27,1944-07-01
nla.obj-12948793,Legal Quarterly 12948793,Stacks A,Stonefield Press,2955-5685,21,2,1919-12-01
nla.obj-1295373963,Culture Review 1295373963,Main Library - Floor 1,Westgate Editions,2956-5692,34,4749,1971-04-03
nla.obj-1295373982,Science Digest 1295373982,Stacks B,Crown Media Group,2957-5699,6,4750,1971-04-10
nla.obj-1295374005,Civic Digest 1295374005,Reference Wing,Maple Press,2958-5706,21,4751,1971-04-17
nla.obj-1295374083,Science Digest 1295374083,Media Center,Bluebird Press,2959-5713,21,4752,1971-04-24
nla.obj-1295374107,Technology Report 1295374107,Downtown Branch,Northbridge Journals,2960-5720,19,4753,1971-05-01
nla.obj-1295374129,Industry Chronicle 1295374129,South Campus Library,Summit Publishing,2961-5727,47,4754,1971-05-08
nla.obj-1295374141,Science Times 1295374141,Periodicals Desk,Riverside Press,2962-5734,31,4755,1971-05-15
nla.obj-1295374164,Finance Forum 1295374164,Main Library - Floor 2,Stonefield Press,2963-5741,34,4756,1971-05-22
nla.obj-1295374186,Civic Observer 1295374186,Archives Room,Crescent Publications,2964-5748,8,4757,1971-05-29
nla.obj-1295374204,Civic Quarterly 1295374204,Periodicals Desk,Elmwood Press,2965-5755,13,4758,1971-06-05
nla.obj-1295374220,Health Report 1295374220,North Campus Library,Fairmont Publications,2966-5762,42,4759,1971-06-12
nla.obj-1295374248,Economic Digest 1295374248,Reference Wing,Harbor Books,2967-5769,15,4760,1971-06-19
nla.obj-1295374261,Civic Chronicle 1295374261,Main Library - Floor 1,Summit Works,2968-5776,6,4761,1971-06-26
nla.obj-1295822412,Education Bulletin 1295822412,Main Library - Floor 1,Brighton Publishing,2969-5783,32,4787,1972-01-01
nla.obj-1295822568,Legal Observer 1295822568,Stacks A,Granite Works,2970-5790,10,4788,1972-01-08
nla.obj-1295822823,Policy Forum 1295822823,North Campus Library,Ironwood Books,2971-5797,45,4789,1972-01-15
nla.obj-1295822993,Education Report 1295822993,Archives Room,Lakeshore House,2972-5804,4,4790,1972-01-22
nla.obj-1295823196,Finance Quarterly 1295823196,Stacks A,Summit House,2973-5811,31,4791,1972-01-29
nla.obj-12971178,Innovation Chronicle 12971178,Main Library - Floor 2,Ironwood Journals,2974-5818,32,4,1920-01-01
nla.obj-1297486663,Public Affairs Review 1297486663,Archives Room,Hillside Review,2975-5825,22,5196,1980-01-29
nla.obj-12984612,Medical Observer 12984612,Downtown Branch,Westgate Review,2976-5832,11,5,1920-01-15
nla.obj-12984962,Global Quarterly 12984962,Stacks A,Maple Journals,2977-5839,9,1,1917-01-09
nla.obj-1298795089,Health Chronicle 1298795089,Main Library - Floor 2,Granite Press,2978-5846,10,5206,1980-04-08
nla.obj-1298795988,Civic Quarterly 1298795988,Archives Room,Pinecrest Editions,2979-5853,48,5209,1980-04-29
nla.obj-1299447310,Industry Digest 1299447310,Media Center,Crescent Editions,2980-5860,38,1,1949-01-01
nla.obj-1299448334,Industry Review 1299448334,Downtown Branch,Hillside Books,2981-5867,40,2,1949-01-08
nla.obj-1299449111,Arts Report 1299449111,South Campus Library,Maple Publishing,2982-5874,41,3,1949-01-15
nla.obj-1299449884,Culture Report 1299449884,Main Library - Floor 2,Pinecrest Publishing,2983-5881,14,4,1949-01-22
nla.obj-1299450056,Research Digest 1299450056,South Campus Library,Elmwood Editions,2984-5888,3,5,1949-01-29
nla.obj-1299450266,Education Observer 1299450266,Downtown Branch,Westgate House,2985-5895,21,6,1949-02-05
nla.obj-1299450486,Policy Forum 1299450486,Periodicals Desk,Brighton Journals,2986-5902,4,7,1949-02-12
nla.obj-1299450633,Environmental Review 1299450633,Stacks A,Granite Press,2987-5909,44,8,1949-02-19
nla.obj-1299450826,Legal Forum 1299450826,Media Center,Summit Publications,2988-5916,16,9,1949-02-26
nla.obj-1299451009,Policy Times 1299451009,Reference Wing,Harbor Journals,2989-5923,25,10,1949-03-05
nla.obj-1299451153,Global Forum 1299451153,Media Center,Summit Review,2990-5930,32,11,1949-03-12
nla.obj-1299451594,Global Times 1299451594,Periodicals Desk,Pinecrest Works,2991-5937,30,12,1949-03-19
nla.obj-1299451997,Education Observer 1299451997,North Campus Library,Elmwood Publishing,2992-5944,18,13,1949-03-26
nla.obj-130151897,Economic Chronicle 130151897,Periodicals Desk,Elmwood House,2993-5951,12,62,1881-04-02
nla.obj-13017155,Legal Report 13017155,Riverside Branch,Ironwood Books,2994-5958,16,6,1920-02-01
nla.obj-130173216,Industry Times 130173216,Media Center,Granite Editions,2995-5965,41,63,1881-04-09
nla.obj-1302903629,Industry Forum 1302903629,Main Library - Floor 2,Northbridge Editions,2996-5972,17,14,1949-04-02
nla.obj-1302903782,Policy Chronicle 1302903782,Main Library - Floor 2,Stonefield Media Group,2997-5979,17,15,1949-04-09
nla.obj-1302903902,Public Affairs Journal 1302903902,Stacks B,Redwood Press,2998-5986,28,16,1949-04-16
nla.obj-1302903990,Environmental Bulletin 1302903990,Downtown Branch,Westgate Journals,2999-5993,20,17,1949-04-23
nla.obj-1302904100,Health Review 1302904100,Main Library - Floor 1,Lakeshore Publications,3000-6000,47,18,1949-04-30
nla.obj-1302904121,Environmental Observer 1302904121,South Campus Library,Summit Media Group,3001-6007,45,19,1949-05-07
nla.obj-1302904410,Public Affairs Observer 1302904410,Reference Wing,Ironwood Books,3002-6014,35,20,1949-05-14
nla.obj-1302904432,Finance Forum 1302904432,Main Library - Floor 2,Lakeshore Publishing,3003-6021,25,21,1949-05-21
nla.obj-1302904591,Research Quarterly 1302904591,Periodicals Desk,Lakeshore Publications,3004-6028,25,22,1949-05-28
nla.obj-1302904665,Medical Forum 1302904665,Media Center,Crown Publishing,3005-6035,14,23,1949-06-04
nla.obj-1302904901,Environmental Observer 1302904901,Reference Wing,Summit Press,3006-6042,46,24,1949-06-11
nla.obj-1302904925,Arts Chronicle 1302904925,Reference Wing,Westgate Works,3007-6049,12,25,1949-06-18
nla.obj-1302905082,Economic Digest 1302905082,Main Library - Floor 1,Stonefield Publishing,3008-6056,42,26,1949-06-25
nla.obj-1303184468,Public Affairs Chronicle 1303184468,Main Library - Floor 1,Brighton Books,3009-6063,46,1,1948-12-01
nla.obj-1303206488,Policy Journal 1303206488,Stacks B,Granite Books,3010-6070,25,14,1949-12-01
nla.obj-1303234683,Public Affairs Observer 1303234683,Stacks B,Bluebird Journals,3011-6077,10,18,1950-12-01
nla.obj-1303260010,Public Affairs Observer 1303260010,Archives Room,Maple Review,3012-6084,44,17,1951-12-01
nla.obj-1303265182,Industry Times 1303265182,Main Library - Floor 1,Redwood Press,3013-6091,28,5213,1980-05-27
nla.obj-1303285042,Innovation Digest 1303285042,North Campus Library,Broadview Journals,3014-6098,19,18,1952-12-01
nla.obj-1303308944,Science Report 1303308944,Periodicals Desk,Harbor Books,3015-6105,20,17,1953-12-01
nla.obj-1303319476,Medical Journal 1303319476,Main Library - Floor 1,Granite Journals,3016-6112,20,5214,1980-06-03
nla.obj-1303365696,Civic Review 1303365696,Main Library - Floor 1,Crown House,3017-6119,2,10,1954-12-01
nla.obj-1303381132,Science Report 1303381132,South Campus Library,Fairmont Media Group,3018-6126,24,5217,1980-06-24
nla.obj-1303402900,Business Observer 1303402900,Stacks A,Summit Publishing,3019-6133,7,3,1955-12-01
nla.obj-1303439438,Culture Bulletin 1303439438,Stacks B,Granite House,3020-6140,14,9,1956-12-01
nla.obj-1303440543,Environmental Report 1303440543,Main Library - Floor 2,Hillside Editions,3021-6147,37,5231,1980-09-30
