Id,Title,Location,Director,Rating,Genre
115254,Last Garden,Reference Wing,Olivia Owens,4.3,Action
115256,Promise at Midnight,South Campus Library,Ethan Underwood,4.1,Animation
115258,Final Voyage,Stacks B,Sophia Anderson,4.4,Animation
115263,Wandering Trial,Downtown Branch,Isabella Ellis,3.2,Animation
115277,The Final Echo,Stacks A,Isabella Sinclair,3.5,Sci-Fi
115279,Paradox at Midnight,Periodicals Desk,Evelyn Young,4.6,Mystery
115283,Summit at Midnight,Reference Wing,Abigail Quincy,4.3,Documentary
115285,Rising Horizon,Archives Room,Ella Underwood,3.0,Comedy
115287,Wandering Paradox,Media Center,Sebastian Zimmerman,3.5,Documentary
115291,The Electric Letter,Stacks A,Ella Anderson,3.0,Mystery
1153,The Hidden Frontier,Periodicals Desk,Emma Young,4.0,Romance
115309,The Wandering Letter,South Campus Library,Scarlett Quincy,4.5,Mystery
115333,Burning Chronicle,Downtown Branch,Jackson Sinclair,4.1,Adventure
115335,Hidden Harbor,Media Center,Ethan Jensen,4.6,Animation
115337,Chronicle at Midnight,Periodicals Desk,Olivia Turner,4.0,Adventure
115339,Echo at Midnight,Main Library - Floor 2,Lucas Quincy,3.6,Comedy
115341,Secret Promise,Main Library - Floor 1,Mia Young,4.4,Sci-Fi
115343,Last Signal,Riverside Branch,Mia Nolan,4.2,Romance
115348,The Wandering Horizon,Stacks A,Evelyn Ellis,3.6,Thriller
115351,Shadow at Midnight,North Campus Library,Alexander Prescott,3.0,Sci-Fi
115353,The Shattered Empire,North Campus Library,Daniel Dawson,3.5,Documentary
115355,The Forgotten Mirage,North Campus Library,Isabella Jensen,4.1,Animation
115357,The Velvet River,Main Library - Floor 2,Evelyn Kensington,3.1,Drama
115364,Fading Harbor,Stacks B,Ella Ellis,3.6,Comedy
115373,The Broken City,Main Library - Floor 1,Jackson Whitaker,3.2,Sci-Fi
115376,The Broken Letter,Stacks B,Benjamin Blackwell,3.7,Adventure
115379,Velvet Promise,Main Library - Floor 2,Sophia Montgomery,3.0,Documentary
115381,Chronicle at Midnight,Archives Room,Jackson Zimmerman,3.5,Documentary
115386,Electric Paradox,Main Library - Floor 1,Chloe Bennett,4.1,Sci-Fi
115388,Silent Trial,Downtown Branch,Noah Young,3.9,Romance
1154,Crimson Harbor,Reference Wing,Mia Nolan,4.0,Romance
115403,Midnight Chronicle,Stacks B,Mia Ellis,4.6,Documentary
115409,Burning Horizon,Periodicals Desk,James Carter,3.5,Romance
115412,Silent City,South Campus Library,Charlotte Marlowe,4.8,Documentary
115414,City at Midnight,Media Center,Ava Hawthorne,4.3,Romance
115417,The Hidden Voyage,Main Library - Floor 1,Jackson Sinclair,4.8,Comedy
115419,Lonely Frontier,Reference Wing,Jackson Prescott,3.2,Thriller
115421,Summit at Midnight,Media Center,Sophia Quincy,4.5,Animation
115423,The Final Horizon,Media Center,Chloe Hughes,3.0,Action
115437,Broken Shadow,South Campus Library,Mason Ellis,4.4,Comedy
115439,Lonely Summit,Stacks A,Liam Dawson,3.7,Drama
115441,The Hidden Empire,South Campus Library,Emma Ellis,3.7,Sci-Fi
115460,Harbor at Midnight,Reference Wing,Benjamin Quincy,4.8,Adventure
115463,Broken Signal,Periodicals Desk,Benjamin Ramirez,4.2,Adventure
115465,The Shattered Chronicle,Main Library - Floor 2,Scarlett Blackwell,3.6,Adventure
115467,Echo at Midnight,Reference Wing,Grace Donovan,3.8,Documentary
115469,Harbor at Midnight,Riverside Branch,Benjamin Sinclair,4.7,Thriller
115471,Velvet Frontier,Main Library - Floor 2,Noah Blackwell,4.3,Mystery
115473,Crimson Harbor,Periodicals Desk,Mason Ellis,4.6,Thriller
115475,Chronicle at Midnight,South Campus Library,Michael Quincy,2.9,Romance
115479,Kingdom at Midnight,Reference Wing,Charlotte Iverson,4.8,Documentary
1155,The Midnight Frontier,North Campus Library,Charlotte Sinclair,4.0,Action
115502,Summit at Midnight,Stacks B,Benjamin Fletcher,2.0,Animation
115504,The Shattered Promise,Media Center,Abigail Donovan,2.9,Action
115518,Horizon at Midnight,North Campus Library,Olivia Whitaker,3.5,Romance
115522,The Last Trial,North Campus Library,Mason Zimmerman,3.2,Thriller
115524,Lantern at Midnight,Main Library - Floor 2,Olivia Blackwell,4.9,Romance
115526,The Hidden Trial,North Campus Library,Olivia Turner,3.2,Action
115529,City at Midnight,Periodicals Desk,Grace Ellis,3.8,Mystery
115531,Forgotten Summit,Stacks B,Abigail Hawthorne,4.5,Drama
115534,Fading Trial,South Campus Library,Logan Quincy,3.0,Action
115538,The Velvet Mirage,South Campus Library,Scarlett Dawson,4.7,Drama
115540,Final Summit,South Campus Library,Harper Quincy,4.4,Romance
115545,Lantern at Midnight,North Campus Library,Charlotte Jensen,4.1,Adventure
115556,Garden at Midnight,Media Center,Scarlett Whitaker,3.7,Documentary
115558,Paradox at Midnight,Media Center,Ava Kensington,4.7,Drama
115565,The Lonely Mirage,Stacks B,Mia Carter,3.2,Animation
115569,The Hidden Garden,Archives Room,Lucas Turner,3.89,Comedy
115571,Voyage at Midnight,North Campus Library,Logan Blackwell,2.8,Action
115574,Broken Echo,Stacks B,Mason Turner,4.1,Adventure
115598,Golden Lantern,Media Center,Mason Young,3.9,Romance
1156,Shattered Chronicle,Downtown Branch,Scarlett Montgomery,2.9,Documentary
115600,The Crimson Horizon,North Campus Library,Emma Bennett,3.8,Mystery
115602,Final Shadow,Stacks B,Emma Jensen,3.9,Sci-Fi
115604,The Broken Kingdom,Main Library - Floor 2,Chloe Prescott,3.2,Mystery
115607,The Burning Trial,Media Center,Sophia Young,3.8,Documentary
115609,Horizon at Midnight,Stacks A,Harper Donovan,3.7,Mystery
115611,Promise at Midnight,North Campus Library,Ethan Bennett,3.4,Action
115617,Secret Promise,Riverside Branch,Abigail Donovan,3.94,Animation
115620,Crimson Trial,Stacks B,Sophia Nolan,3.6,Action
115622,Rising Chronicle,Reference Wing,Jackson Kensington,3.7,Animation
115624,Midnight Garden,South Campus Library,Ethan Zimmerman,4.9,Drama
115629,The Lonely Voyage,Stacks A,Evelyn Carter,3.9,Mystery
115631,Trial at Midnight,North Campus Library,Charlotte Zimmerman,3.5,Adventure
115633,Hidden River,Reference Wing,Lucas Jensen,3.2,Comedy
115635,City at Midnight,North Campus Library,Chloe Garcia,4.8,Thriller
115653,Crimson Empire,Archives Room,Scarlett Fletcher,3.0,Drama
115664,The Midnight Empire,Reference Wing,Harper Dawson,3.79,Adventure
115667,The Final Paradox,Riverside Branch,Emma Marlowe,4.5,Romance
115669,Lantern at Midnight,South Campus Library,Charlotte Turner,4.1,Action
115671,Velvet City,Archives Room,Isabella Lawson,3.8,Mystery
115676,The Silent Promise,South Campus Library,Emma Owens,4.5,Sci-Fi
115678,Chronicle at Midnight,Stacks B,Olivia Carter,4.1,Animation
115680,Iron Summit,Periodicals Desk,Emma Garcia,3.6,Drama
115682,The Rising Echo,Riverside Branch,Daniel Marlowe,3.5,Comedy
115685,Wandering Summit,Riverside Branch,Olivia Anderson,2.8,Comedy
115687,City at Midnight,Archives Room,Benjamin Whitaker,4.8,Mystery
115690,The Radiant Frontier,Riverside Branch,Emma Dawson,3.1,Thriller
115692,Trial at Midnight,Stacks A,Ella Zimmerman,4.9,Sci-Fi
115699,The Lonely Empire,North Campus Library,Olivia Blackwell,4.8,Drama
1157,Paradox at Midnight,North Campus Library,Olivia Garcia,3.6,Comedy
115701,Hidden Horizon,Periodicals Desk,Alexander Prescott,4.4,Comedy
115703,The Burning River,North Campus Library,Ava Marlowe,4.0,Sci-Fi
115705,City at Midnight,Periodicals Desk,Jackson Carter,4.0,Sci-Fi
115708,River at Midnight,Riverside Branch,Logan Carter,4.5,Thriller
115711,The Hidden Empire,Main Library - Floor 2,Charlotte Fletcher,3.2,Documentary
115713,Horizon at Midnight,Media Center,Emma Nolan,3.9,Thriller
115715,Burning Signal,Main Library - Floor 1,Abigail Owens,2.8,Animation
115721,Garden at Midnight,Main Library - Floor 2,Liam Turner,3.0,Comedy
115724,Burning Harbor,Archives Room,Ava Jensen,4.8,Thriller
115727,Golden Harbor,Downtown Branch,Daniel Donovan,4.3,Sci-Fi
115746,Final Empire,Riverside Branch,Noah Sinclair,2.8,Thriller
115748,River at Midnight,Media Center,Mason Ramirez,4.5,Comedy
115752,The Burning Empire,Downtown Branch,Noah Marlowe,3.1,Mystery
115754,Chronicle at Midnight,South Campus Library,Benjamin Fletcher,3.7,Drama
115756,The Secret Echo,Main Library - Floor 2,Henry Ramirez,3.3,Drama
115759,Promise at Midnight,Main Library - Floor 2,Elijah Anderson,3.3,Sci-Fi
115761,The Silent Paradox,Stacks A,Logan Carter,3.4,Action
115763,Echo at Midnight,Reference Wing,Henry Carter,3.1,Animation
115766,The Radiant Lantern,Media Center,Grace Garcia,4.0,Adventure
115768,The Forgotten Mirage,Periodicals Desk,Daniel Garcia,4.1,Romance
115770,Final Letter,Riverside Branch,Emma Whitaker,3.3,Adventure
115772,Frontier at Midnight,Riverside Branch,Alexander Anderson,4.5,Thriller
115775,Lonely Harbor,Reference Wing,Olivia Ramirez,3.1,Thriller
115777,Horizon at Midnight,Archives Room,Sophia Blackwell,3.0,Animation
115779,The Golden Voyage,North Campus Library,Grace Marlowe,3.6,Adventure
115781,The Rising Chronicle,Periodicals Desk,Ella Marlowe,2.5,Drama
115784,Iron Signal,Stacks B,Liam Jensen,4.8,Action
115789,The Velvet Trial,Main Library - Floor 2,Benjamin Young,3.9,Animation
115793,The Fading River,Riverside Branch,Amelia Marlowe,2.9,Sci-Fi
115795,The Hidden Voyage,Main Library - Floor 1,Michael Whitaker,3.3,Animation
115797,Golden Signal,South Campus Library,Amelia Montgomery,3.1,Drama
1158,Forgotten Promise,Periodicals Desk,Olivia Bennett,4.9,Comedy
115801,Mirage at Midnight,Riverside Branch,Benjamin Lawson,3.5,Adventure
115819,The Last River,Stacks B,Emma Prescott,3.2,Thriller
115821,Lonely Echo,Main Library - Floor 2,Ella Ramirez,4.5,Romance
115824,The Rising Letter,Stacks A,Ava Montgomery,3.8,Mystery
115826,Chronicle at Midnight,Stacks B,Evelyn Quincy,3.7,Drama
115828,The Fading Voyage,Stacks A,Ella Garcia,3.7,Documentary
115831,Rising Frontier,Archives Room,Emma Fletcher,2.8,Drama
115834,Summit at Midnight,Stacks B,Mia Hawthorne,3.4,Drama
115836,Voyage at Midnight,Riverside Branch,Chloe Nolan,4.5,Adventure
115840,Crimson Kingdom,Stacks A,Noah Ramirez,3.9,Thriller
115864,The Broken Chronicle,Main Library - Floor 1,Emma Carter,2.9,Action
115867,Letter at Midnight,South Campus Library,Abigail Blackwell,2.9,Adventure
115869,The Crimson Horizon,Main Library - Floor 1,Logan Owens,3.7,Animation
115871,Silent Chronicle,Downtown Branch,Elijah Quincy,4.7,Documentary
115873,City at Midnight,North Campus Library,Mia Turner,3.2,Animation
115875,Lantern at Midnight,South Campus Library,Ella Marlowe,3.1,Thriller
115877,Garden at Midnight,Main Library - Floor 2,Alexander Anderson,3.5,Documentary
115879,The Velvet Harbor,Main Library - Floor 2,Grace Blackwell,4.1,Adventure
115881,The Wandering Horizon,Periodicals Desk,Lucas Iverson,3.0,Thriller
115885,Mirage at Midnight,Media Center,Ava Underwood,3.8,Thriller
115887,The Secret Garden,Periodicals Desk,Henry Sinclair,4.4,Drama
115893,The Burning Shadow,Main Library - Floor 2,Elijah Ellis,3.7,Comedy
115895,Trial at Midnight,Main Library - Floor 1,Ava Fletcher,3.4,Thriller
115897,Last Garden,South Campus Library,Michael Nolan,3.2,Action
115899,The Iron Paradox,Riverside Branch,Scarlett Underwood,4.7,Sci-Fi
1159,Harbor at Midnight,Main Library - Floor 1,Sophia Jensen,2.9,Drama
115901,The Shattered Echo,Media Center,Ethan Garcia,4.6,Drama
115903,Crimson Summit,Riverside Branch,Abigail Quincy,4.7,Action
115907,The Final Letter,Stacks A,Amelia Quincy,3.9,Drama
115909,The Broken Horizon,Riverside Branch,Henry Zimmerman,4.5,Comedy
115911,The Burning Frontier,Stacks B,Ella Bennett,4.6,Comedy
115913,The Shattered Echo,Media Center,James Xu,0.5,Sci-Fi
115915,Chronicle at Midnight,Downtown Branch,Isabella Hawthorne,4.7,Thriller
115917,Paradox at Midnight,Reference Wing,Michael Donovan,4.8,Romance
115919,Wandering Voyage,Downtown Branch,Amelia Turner,4.0,Romance
115921,The Broken City,Downtown Branch,Henry Montgomery,3.1,Comedy
115923,Echo at Midnight,Stacks A,Isabella Zimmerman,3.9,Animation
115925,Lonely Lantern,Archives Room,Mason Montgomery,4.9,Mystery
115927,Horizon at Midnight,Media Center,Jackson Zimmerman,4.0,Thriller
115929,Silent Echo,Riverside Branch,Liam Bennett,3.7,Drama
115931,Radiant Letter,Downtown Branch,Harper Owens,3.3,Romance
115933,The Forgotten Garden,Reference Wing,Ella Ramirez,4.3,Sci-Fi
115935,The Hidden Summit,North Campus Library,Chloe Turner,4.3,Drama
115937,Letter at Midnight,North Campus Library,Emma Iverson,3.4,Animation
115939,The Hidden Signal,Media Center,Abigail Kensington,2.5,Romance
115941,Horizon at Midnight,Main Library - Floor 2,Ethan Marlowe,4.5,Adventure
115943,Harbor at Midnight,Main Library - Floor 2,Elijah Donovan,4.7,Comedy
115945,The Electric Harbor,Reference Wing,Abigail Iverson,4.7,Adventure
115947,Signal at Midnight,Downtown Branch,Chloe Hawthorne,4.4,Adventure
115949,Shattered River,Periodicals Desk,Grace Iverson,4.3,Sci-Fi
115951,Kingdom at Midnight,North Campus Library,Sebastian Prescott,2.8,Drama
115953,Last Chronicle,Main Library - Floor 2,Ava Turner,2.8,Documentary
115955,Echo at Midnight,Riverside Branch,Isabella Quincy,4.9,Thriller
115957,Forgotten Garden,Downtown Branch,Daniel Bennett,4.9,Action
115961,Rising Letter,South Campus Library,Isabella Donovan,4.0,Drama
115963,The Burning Kingdom,Media Center,Amelia Nolan,3.6,Sci-Fi
115965,Signal at Midnight,Media Center,Elijah Kensington,2.0,Documentary
115967,Radiant Chronicle,Reference Wing,Liam Zimmerman,4.9,Thriller
115969,Crimson Letter,Stacks A,Jackson Young,3.6,Action
115971,The Broken Lantern,Stacks A,Ella Sinclair,3.5,Documentary
115973,Broken Mirage,Media Center,Emma Lawson,3.1,Action
115975,Promise at Midnight,Media Center,Lucas Fletcher,4.0,Animation
115977,City at Midnight,Archives Room,Mia Jensen,3.8,Action
115979,The Secret Summit,Main Library - Floor 1,Mia Ramirez,4.2,Thriller
115981,The Rising Signal,Media Center,Olivia Bennett,4.1,Adventure
115985,Electric Horizon,Stacks B,Isabella Turner,3.3,Action
115987,Mirage at Midnight,South Campus Library,Alexander Garcia,3.8,Action
115989,Broken Horizon,Main Library - Floor 2,Sebastian Nolan,2.8,Thriller
115991,Golden Mirage,Archives Room,Logan Dawson,2.9,Thriller
115994,Empire at Midnight,Main Library - Floor 2,Logan Ellis,3.0,Thriller
115996,The Wandering Echo,North Campus Library,Daniel Sinclair,3.6,Documentary
115998,The Shattered Promise,Riverside Branch,Evelyn Turner,3.3,Thriller
116,Radiant River,Periodicals Desk,Chloe Vasquez,3.75,Documentary
1160,The Hidden Signal,Stacks A,Sophia Hughes,4.0,Animation
116000,The Last Horizon,Archives Room,Sophia Bennett,4.8,Drama
116002,Radiant River,Riverside Branch,Sophia Carter,3.3,Thriller
116004,Wandering Shadow,Archives Room,Amelia Iverson,4.5,Documentary
116006,The Secret Trial,Main Library - Floor 2,Abigail Prescott,3.3,Comedy
116008,The Burning Garden,Main Library - Floor 2,Grace Turner,4.1,Thriller
116010,Frontier at Midnight,Main Library - Floor 2,Liam Xu,3.0,Mystery
116012,Voyage at Midnight,Stacks B,Scarlett Marlowe,4.2,Documentary
116014,Trial at Midnight,South Campus Library,Evelyn Garcia,3.7,Action
116016,Signal at Midnight,Reference Wing,Jackson Blackwell,4.2,Sci-Fi
116018,The Hidden Harbor,Periodicals Desk,Daniel Blackwell,4.8,Action
116020,The Velvet City,Reference Wing,Harper Underwood,4.2,Documentary
116022,Letter at Midnight,South Campus Library,Alexander Kensington,4.3,Adventure
116024,The Midnight City,Main Library - Floor 2,Charlotte Hughes,4.7,Drama
116026,The Last Echo,South Campus Library,Alexander Donovan,3.2,Sci-Fi
116028,The Golden Mirage,Riverside Branch,Emma Garcia,3.6,Action
116030,Silent Paradox,Stacks B,Harper Anderson,3.8,Romance
116032,Promise at Midnight,Reference Wing,Lucas Ellis,3.1,Comedy
116034,The Iron Signal,Riverside Branch,Sophia Quincy,3.6,Romance
116036,Summit at Midnight,Riverside Branch,Jackson Zimmerman,4.5,Drama
116038,The Forgotten Chronicle,Media Center,Ethan Vasquez,3.8,Sci-Fi
116042,Forgotten Promise,Stacks A,Henry Quincy,4.1,Thriller
116044,Empire at Midnight,Periodicals Desk,Alexander Nolan,4.3,Comedy
116046,The Golden Chronicle,Main Library - Floor 2,Ethan Underwood,4.6,Sci-Fi
116048,Forgotten River,South Campus Library,Ava Anderson,3.7,Documentary
116050,Rising Chronicle,North Campus Library,Sophia Bennett,3.5,Adventure
116052,Lantern at Midnight,Periodicals Desk,Amelia Turner,3.6,Drama
116056,Mirage at Midnight,Periodicals Desk,Liam Fletcher,3.6,Documentary
116060,River at Midnight,Periodicals Desk,Amelia Iverson,3.3,Animation
116062,Broken Horizon,Media Center,Grace Turner,2.9,Animation
116064,The Electric City,Main Library - Floor 1,Ella Donovan,3.0,Mystery
116066,Paradox at Midnight,Main Library - Floor 1,Logan Marlowe,3.7,Comedy
116068,Echo at Midnight,Riverside Branch,Harper Jensen,4.1,Sci-Fi
116070,Wandering Lantern,Media Center,Elijah Xu,4.3,Thriller
116076,The Wandering Voyage,Stacks A,Elijah Owens,4.4,Romance
116080,Radiant River,North Campus Library,Alexander Underwood,5.0,Adventure
116082,The Final Voyage,Periodicals Desk,Abigail Whitaker,4.9,Adventure
116084,Chronicle at Midnight,Riverside Branch,Jackson Carter,4.3,Drama
116086,The Wandering Lantern,Reference Wing,Ethan Carter,4.5,Mystery
116088,Trial at Midnight,Riverside Branch,Noah Whitaker,4.8,Drama
116090,Final Harbor,Downtown Branch,Harper Hawthorne,4.0,Documentary
116092,The Electric Chronicle,Riverside Branch,Henry Quincy,3.5,Thriller
116094,Final Chronicle,Riverside Branch,Mia Zimmerman,4.5,Sci-Fi
116096,Letter at Midnight,South Campus Library,Ella Fletcher,4.1,Action
116098,The Broken Voyage,Stacks A,Alexander Kensington,4.0,Comedy
1161,Secret Trial,South Campus Library,Scarlett Sinclair,3.79,Sci-Fi
116100,Kingdom at Midnight,Media Center,Mason Lawson,3.5,Documentary
116102,The Rising Empire,Main Library - Floor 2,Liam Prescott,4.1,Thriller
116104,Letter at Midnight,Media Center,Emma Montgomery,3.6,Sci-Fi
116106,The Lonely Kingdom,Riverside Branch,Emma Zimmerman,4.9,Thriller
116108,The Silent Letter,Stacks A,Isabella Sinclair,3.2,Sci-Fi
116112,The Silent Lantern,Archives Room,Abigail Donovan,4.1,Comedy
116116,Signal at Midnight,South Campus Library,Michael Montgomery,3.1,Adventure
116118,The Final Garden,Main Library - Floor 1,Ava Iverson,4.9,Drama
116124,The Fading Trial,Downtown Branch,Daniel Turner,3.2,Animation
116126,Lantern at Midnight,Periodicals Desk,Alexander Blackwell,4.8,Romance
116128,Rising Kingdom,South Campus Library,James Vasquez,4.1,Documentary
116132,The Midnight Lantern,Stacks B,Grace Turner,3.3,Thriller
116134,Trial at Midnight,Stacks A,Jackson Blackwell,3.9,Animation
116136,The Last Shadow,Reference Wing,Emma Garcia,4.0,Mystery
116138,The Golden Promise,North Campus Library,Liam Garcia,5.0,Comedy
116141,Frontier at Midnight,South Campus Library,Logan Quincy,3.6,Romance
116155,The Crimson Kingdom,Downtown Branch,Emma Owens,4.3,Comedy
116157,Echo at Midnight,Media Center,Benjamin Owens,4.8,Romance
116159,The Iron Frontier,Periodicals Desk,Lucas Turner,4.0,Action
116161,Golden Empire,Main Library - Floor 1,Abigail Ellis,4.06,Action
116163,Summit at Midnight,North Campus Library,Abigail Whitaker,4.2,Documentary
116165,Mirage at Midnight,North Campus Library,Logan Hughes,4.7,Documentary
116167,Velvet Chronicle,South Campus Library,Alexander Hawthorne,4.7,Documentary
116169,The Crimson Frontier,Downtown Branch,James Prescott,4.3,Documentary
116171,Kingdom at Midnight,South Campus Library,Mia Zimmerman,3.2,Action
116173,Hidden Voyage,South Campus Library,Mia Owens,3.6,Mystery
116175,Garden at Midnight,Reference Wing,Benjamin Garcia,3.4,Comedy
116177,Radiant City,South Campus Library,James Xu,4.7,Animation
116179,Broken Shadow,Stacks B,Alexander Zimmerman,3.4,Drama
116181,Last Horizon,Stacks B,Benjamin Nolan,4.1,Animation
116183,The Hidden Frontier,Stacks B,Olivia Whitaker,4.6,Action
116185,Midnight Signal,Periodicals Desk,Ethan Zimmerman,3.0,Mystery
116187,The Shattered Echo,Archives Room,Jackson Dawson,4.4,Adventure
116189,The Silent Frontier,Media Center,Jackson Bennett,4.6,Mystery
116191,Frontier at Midnight,North Campus Library,Olivia Underwood,1.5,Drama
116193,Burning Kingdom,Reference Wing,Amelia Prescott,4.9,Comedy
116195,Lantern at Midnight,Media Center,Benjamin Sinclair,3.3,Thriller
116197,Lonely Empire,Stacks A,Sebastian Turner,4.8,Drama
116199,Empire at Midnight,Periodicals Desk,Elijah Lawson,3.1,Adventure
1162,The Midnight Trial,South Campus Library,Olivia Jensen,3.17,Drama
116201,Paradox at Midnight,South Campus Library,Abigail Vasquez,3.3,Mystery
116203,Letter at Midnight,North Campus Library,Ava Quincy,3.9,Mystery
116205,Paradox at Midnight,Periodicals Desk,James Carter,4.0,Romance
116207,Summit at Midnight,Main Library - Floor 2,Liam Quincy,3.6,Animation
116209,Promise at Midnight,Main Library - Floor 1,Benjamin Young,3.1,Mystery
116211,Secret Paradox,Media Center,Scarlett Hawthorne,4.0,Thriller
116213,Trial at Midnight,North Campus Library,Sebastian Whitaker,4.0,Mystery
116215,Mirage at Midnight,Periodicals Desk,Ava Kensington,4.7,Sci-Fi
116217,Electric Frontier,Main Library - Floor 2,Evelyn Underwood,3.3,Mystery
116219,The Crimson City,Downtown Branch,Noah Carter,4.7,Action
116221,Fading Signal,Stacks A,Daniel Bennett,3.7,Documentary
116223,The Silent Signal,South Campus Library,Isabella Marlowe,4.0,Comedy
116225,Summit at Midnight,Stacks B,Alexander Marlowe,3.5,Comedy
116227,The Hidden Empire,Downtown Branch,Ava Prescott,4.3,Adventure
116231,The Forgotten Garden,Periodicals Desk,Sophia Zimmerman,4.1,Thriller
116233,Voyage at Midnight,Stacks A,Lucas Hughes,4.1,Drama
116235,The Rising Summit,Downtown Branch,Sophia Montgomery,4.1,Mystery
116243,Horizon at Midnight,Reference Wing,Abigail Bennett,4.6,Adventure
116245,The Fading Shadow,Main Library - Floor 1,Liam Nolan,3.5,Comedy
116249,Paradox at Midnight,Reference Wing,Ella Quincy,3.1,Animation
116251,Echo at Midnight,Main Library - Floor 2,Olivia Underwood,4.6,Animation
116253,Lantern at Midnight,Reference Wing,Alexander Carter,4.0,Adventure
116257,The Last City,South Campus Library,Charlotte Whitaker,4.4,Thriller
116259,The Shattered Lantern,Main Library - Floor 2,Amelia Prescott,3.4,Mystery
116261,Kingdom at Midnight,Main Library - Floor 2,Grace Underwood,3.4,Action
116265,Rising Lantern,Archives Room,Jackson Whitaker,3.4,Thriller
116267,Final Chronicle,Reference Wing,Michael Marlowe,3.4,Mystery
116269,Broken Echo,Reference Wing,Lucas Prescott,2.9,Sci-Fi
116271,Voyage at Midnight,Main Library - Floor 1,Alexander Ramirez,4.7,Romance
116275,Radiant Echo,Periodicals Desk,Charlotte Hawthorne,4.8,Romance
116279,The Velvet Summit,Downtown Branch,Daniel Blackwell,3.7,Comedy
116281,Final Mirage,Downtown Branch,Emma Zimmerman,3.5,Adventure
116283,Iron Trial,Main Library - Floor 2,Amelia Fletcher,4.0,Mystery
116285,The Radiant Garden,Main Library - Floor 2,Sebastian Carter,4.1,Romance
116289,The Iron Voyage,Stacks A,Michael Marlowe,3.0,Documentary
116291,Garden at Midnight,Stacks A,Liam Prescott,4.6,Documentary
116293,The Rising Voyage,Periodicals Desk,Lucas Underwood,3.7,Animation
116295,The Forgotten Voyage,Riverside Branch,Ethan Hughes,4.0,Documentary
116297,The Iron Harbor,Reference Wing,Jackson Vasquez,3.0,Romance
116299,The Rising Signal,Riverside Branch,Lucas Montgomery,2.9,Sci-Fi
1163,Empire at Midnight,Riverside Branch,Emma Garcia,3.0,Mystery
116301,The Hidden Garden,Archives Room,Benjamin Dawson,3.7,Comedy
116305,Letter at Midnight,Media Center,Abigail Bennett,3.0,Adventure
116307,Echo at Midnight,Stacks A,James Zimmerman,3.8,Romance
116309,The Broken Letter,Media Center,Logan Nolan,3.0,Mystery
116311,The Forgotten Promise,Stacks B,Evelyn Ellis,4.6,Drama
116313,The Shattered Harbor,Downtown Branch,Liam Hawthorne,4.4,Mystery
116315,Golden Frontier,Media Center,Mason Fletcher,4.2,Sci-Fi
116317,The Last Lantern,Periodicals Desk,Henry Sinclair,4.1,Drama
116321,The Midnight Mirage,Periodicals Desk,Olivia Turner,4.6,Animation
116323,Iron Chronicle,Media Center,Elijah Hawthorne,4.2,Romance
116325,Iron Paradox,South Campus Library,Charlotte Kensington,3.3,Romance
116331,Midnight Lantern,Archives Room,Charlotte Zimmerman,3.3,Romance
116335,The Lonely Voyage,North Campus Library,Henry Young,4.7,Thriller
116337,Empire at Midnight,Riverside Branch,Abigail Quincy,2.9,Comedy
116341,Forgotten Chronicle,Stacks A,Grace Lawson,3.7,Mystery
116343,Secret Garden,Downtown Branch,Daniel Blackwell,4.5,Documentary
116345,Last Voyage,Stacks B,Henry Kensington,2.8,Romance
116347,The Secret City,Archives Room,Isabella Iverson,3.6,Thriller
116351,Hidden Frontier,Periodicals Desk,Henry Turner,4.5,Adventure
116387,The Secret Echo,Downtown Branch,Mia Sinclair,4.4,Drama
116397,Voyage at Midnight,South Campus Library,Henry Ellis,3.67,Action
116399,Hidden Garden,Archives Room,James Lawson,3.8,Sci-Fi
1164,Last Paradox,Main Library - Floor 1,Mia Iverson,3.0,Mystery
116401,City at Midnight,Main Library - Floor 2,Benjamin Bennett,3.7,Thriller
116403,The Midnight River,Archives Room,Harper Fletcher,3.7,Animation
116405,River at Midnight,Main Library - Floor 2,Harper Vasquez,3.6,Comedy
116407,The Wandering Voyage,Main Library - Floor 1,Abigail Underwood,4.3,Romance
116409,Promise at Midnight,Archives Room,Mia Ellis,3.2,Mystery
116411,Crimson Signal,Periodicals Desk,Abigail Carter,4.9,Mystery
116413,The Secret Frontier,Main Library - Floor 2,Ella Quincy,3.1,Thriller
116415,Frontier at Midnight,Stacks B,Scarlett Xu,4.5,Adventure
116417,City at Midnight,Archives Room,James Dawson,4.5,Mystery
116419,The Electric Horizon,South Campus Library,Amelia Quincy,4.1,Comedy
116421,The Broken Signal,Main Library - Floor 1,Emma Quincy,2.8,Mystery
116423,The Wandering River,Periodicals Desk,Ethan Prescott,4.1,Comedy
116425,City at Midnight,South Campus Library,Mason Young,4.1,Drama
116427,The Hidden Empire,Stacks A,Benjamin Lawson,2.9,Mystery
116429,The Silent Shadow,Stacks B,Jackson Garcia,3.6,Mystery
116431,The Secret Empire,North Campus Library,Henry Marlowe,4.5,Thriller
116433,The Lonely Lantern,Archives Room,Isabella Ellis,4.1,Romance
116435,Frontier at Midnight,Downtown Branch,Abigail Owens,3.4,Documentary
116439,Paradox at Midnight,Archives Room,Mason Anderson,3.1,Adventure
116441,Final Frontier,Main Library - Floor 2,Alexander Dawson,3.0,Documentary
116447,Final Shadow,Stacks B,Logan Owens,3.3,Comedy
116449,Last Promise,Main Library - Floor 1,Emma Marlowe,4.1,Romance
